Date Time,press (mbar),Temp (degC),Temppot (K),Tempdew (degC),relativehum (%),VPressmax (mbar),VPressact (mbar),VPressdef (mbar),sh (g/kg),H2OC (mmol/mol),relativeho (g/m**3),windvelo (m/s),max. windvelo (m/s),winddeg (deg),windveloX,windveloY
5.79,5.6,0.19,3.49,5.61,1274.95,0.86,1.2,212.6,-0.7245090614261469,-0.4633428751059022,212.59304830657263,-1.719247428166026,-0.4631342957082674,0.013901224773767,-1.719247377563843,-0.00041712749017966194
5.61,5.4,0.21,3.37,5.4,1277.2,0.71,1.0,195.2,-0.6851617110753412,-0.1861543168350138,195.19896973156483,-0.6342048057525148,-0.1861429129593307,0.0020604929812317,-0.6342048053424084,-2.280751848984656e-05
5.44,5.25,0.2,3.27,5.25,1279.28,0.62,0.92,178.5,-0.6197875414848455,0.0162297079508815,178.4999928388237,0.0505622378316645,0.0162297016313047,1.4322350682966228e-05,0.05056223783166292,1.2639152616385714e-08
5.38,5.21,0.17,3.25,5.22,1280.15,0.3,0.64,174.9,-0.2988123196232308,0.0266682890599324,174.89998105455334,0.0814071058602661,0.0266682621418293,3.789087989764976e-05,0.0814071058602483,5.383619696215279e-08
5.34,5.18,0.16,3.23,5.18,1280.73,0.38,0.64,190.3,-0.3738763144147458,-0.0679448417442129,190.29986619373145,-0.2256693331223354,-0.0679443147258343,0.0002676118138515,-0.22566933311987386,-1.0540353945881433e-06
5.29,5.13,0.15,3.2,5.13,1281.34,0.52,0.92,180.2,-0.519996831982051,-0.0018151387359161,180.1999999095728,-0.0057087625465098,-0.0018151387269062,1.8085443820178605e-07,-0.0057087625465098,-1.8019739882248873e-11
5.34,5.21,0.13,3.25,5.21,1280.64,0.27,0.68,224.6,-0.1922470324175691,-0.1895813243086938,224.5987705094344,-0.7431592362546029,-0.1895653773465598,0.0024589099402978,-0.7431592355702314,-3.189347711505326e-05
5.38,5.24,0.13,3.27,5.25,1280.33,0.31,0.64,193.6,-0.3013079101793493,-0.0728940550618028,193.5998433197504,-0.2463058426445351,-0.0728933815183653,0.0003133594919048,-0.2463058426408514,-1.3470848003083258e-06
5.38,5.24,0.13,3.27,5.24,1280.39,0.34,0.68,231.7,-0.2107248708103477,-0.2668239659812481,231.69748753709376,-1.0790129741023122,-0.2667766519369121,0.0050246197163449,-1.079012969953175,-9.46252918276333e-05
5.4,5.27,0.12,3.29,5.27,1280.1,0.23,0.48,233.5,-0.1368092409528086,-0.1848870779419599,233.49878430574344,-0.7534770997837892,-0.1848710910089842,0.0024313163233536,-0.7534770991054018,-3.197340514425461e-05
5.42,5.29,0.13,3.3,5.29,1279.94,0.26,0.56,172.5,-0.2577756639571907,0.0339368099772134,172.49996974091025,0.1021733088984966,0.0339367560173852,6.051814567402992e-05,0.1021733088984396,1.0791962766653496e-07
5.41,5.28,0.13,3.29,5.28,1280.07,0.34,0.72,220.3,-0.259307232096534,-0.2199085250335562,220.2983773575445,-0.845537481682563,-0.2198845794926568,0.0032451631348373,-0.8455374803263415,-4.7890212621784014e-05
5.27,5.13,0.14,3.2,5.13,1281.71,0.63,1.36,198.5,-0.5974439027799057,-0.1999019335352079,198.49879185572647,-0.6925545588255263,-0.1998873304563156,0.0024162272580105,-0.6925545582097056,-2.9205802179820344e-05
5.18,5.05,0.13,3.15,5.05,1282.99,1.2,1.48,213.8,-0.9971813631291938,-0.6675547386003657,213.785488867966,-2.49093345651942,-0.6669239737718031,0.0290127943540418,-2.490933137170115,-0.0012613308981806253
5.22,5.11,0.11,3.18,5.11,1282.47,1.02,1.44,195.5,-0.9829030622727956,-0.2725831435998219,195.497787574407,-0.9300825296938,-0.2725472301461114,0.0044246485107493,-0.9300825269204557,-7.182533008131278e-05
5.28,5.17,0.11,3.22,5.17,1281.64,0.99,1.44,195.0,-0.9562665680261776,-0.2562308546514956,194.99805005897107,-0.8720511447183186,-0.2562011768521719,0.0038997249900474,-0.8720511426983962,-5.935445277003799e-05
5.34,5.23,0.11,3.26,5.23,1280.97,0.89,1.38,185.8,-0.8854438308576216,-0.0899401044928224,185.79977108347973,-0.2916596072844249,-0.0899389392142437,0.0004578309692283,-0.2916596072751136,-2.330552124801157e-06
5.37,5.26,0.11,3.28,5.26,1280.38,1.2,1.72,175.1,-1.1956143554290877,0.1025003077648411,175.09971980453068,0.3132481042892644,0.1024987758813707,0.000560387997439,0.3132481042742817,3.063759309206084e-06
5.38,5.27,0.11,3.29,5.27,1280.19,0.93,1.4,186.1,-0.9247342880438804,-0.0988255863426968,186.09972317213425,-0.3209910512684494,-0.0988240354603463,0.0005536526980169,-0.32099105125346317,-3.101756588034799e-06
5.39,5.28,0.11,3.29,5.28,1280.12,0.81,1.36,210.9,-0.6950325736361521,-0.4159684141671178,210.8944419798021,-1.531124432522026,-0.4158198957807268,0.0111146685786086,-1.5311244037130207,-0.0002970190938666364
5.38,5.26,0.12,3.28,5.27,1280.22,1.09,1.92,192.9,-1.0624897016684318,-0.243342626451937,192.89826022655905,-0.8192689220927638,-0.2433177499968821,0.0034794230817386,-0.8192689205821073,-4.975206237097659e-05
5.34,5.22,0.12,3.25,5.22,1280.6,1.25,2.0,202.3,-1.1565121479822276,-0.4743201994112564,202.2930679548638,-1.6747111419170742,-0.47411759669724,0.013862037064129,-1.6747110929032307,-0.0004051765748153648
5.34,5.24,0.11,3.27,5.24,1280.5,0.71,1.36,175.7,-0.7080014448028321,0.0532348960466929,175.69992416157754,0.1632471007313562,0.0532346799680667,0.0001516766287698,0.1632471007307842,4.321569600024994e-07
5.4,5.3,0.1,3.31,5.3,1279.8,0.66,1.32,192.3,-0.644850079127274,-0.1406000549414847,192.29942100503564,-0.4718910129060035,-0.1405952863382651,0.0011579762561242,-0.4718910128096282,-9.537152527291863e-06
5.4,5.29,0.11,3.3,5.3,1279.96,0.74,1.58,158.5,-0.6885090003066981,0.2712109077759799,158.4982243085651,0.7502606425591221,0.2711876563273606,0.0035512747492176,0.7502606411179845,4.65022327331748e-05
5.39,5.28,0.11,3.29,5.28,1280.35,1.24,2.08,166.5,-1.2057387012931189,0.2894722511813228,166.4978750342686,0.8411950267815629,0.2894410538625943,0.0042497697459563,0.8411950244676222,6.23935166319018e-05
5.45,5.35,0.1,3.34,5.35,1279.55,0.67,1.44,147.8,-0.566949421305468,0.357027104967389,147.7971305401988,0.9209799582192204,0.3569809820323626,0.0057386539018296,0.9209799535997203,9.224388369998973e-05
5.43,5.32,0.11,3.32,5.32,1279.77,0.85,1.52,220.2,-0.649226624339446,-0.5486390345653578,220.18990486472603,-2.108505552018448,-0.5482675746736423,0.0201855594495158,-2.108505421166237,-0.0007428359235385355
5.5,5.41,0.09,3.37,5.41,1278.91,1.33,2.08,227.1,-0.9053587557153608,-0.9742820553872136,227.0671677371259,-3.8615198872887655,-0.9720701751970756,0.0656132451709286,-3.8615173552753403,-0.004422084800528253
5.6,5.51,0.1,3.43,5.51,1277.69,0.95,1.88,182.2,-0.9492997705900902,-0.0364684186331436,182.1999630931516,-0.1159691949875088,-0.0364683439320761,7.381364386032766e-05,-0.11596919498741255,-1.494020838938054e-07
5.6,5.5,0.1,3.43,5.51,1277.63,1.14,1.84,201.1,-1.063567029701057,-0.4103963612568584,201.0948412800001,-1.4404202760181384,-0.4102666780267225,0.0103163091165138,-1.440420252669441,-0.00025935279825302864
5.7,5.61,0.09,3.5,5.61,1276.53,1.41,2.24,200.3,-1.3224233978027755,-0.4891792687182908,200.2926997263881,-1.7100983348725287,-0.488961396070888,0.0145982908646841,-1.7100982793652615,-0.0004357129415418328
5.74,5.65,0.1,3.52,5.65,1276.09,1.31,1.72,205.9,-1.1784206904312862,-0.5722103427616901,205.8897319285185,-2.056279748184928,-0.5718418760790104,0.0205315641364364,-2.0562796161615005,-0.0007368542497816128
5.72,5.61,0.11,3.5,5.62,1276.41,0.95,1.6,197.0,-0.9084895181648835,-0.2777531194865999,196.9976852291443,-0.954994428770972,-0.2777145383243707,0.0046293182888075,-0.954994425653808,-7.71605379589814e-05
5.69,5.58,0.11,3.48,5.58,1276.77,0.98,1.6,197.2,-0.9361727948798968,-0.2897938890431656,197.19747762780372,-0.9974052495444274,-0.2897499807763457,0.0050444788501769,-0.9974052456787198,-8.781431586480646e-05
5.66,5.55,0.11,3.46,5.55,1277.27,1.08,1.76,137.9,-0.8013339082536657,0.7240607484755032,137.88898883588095,1.7426295700177317,0.7237258783354439,0.0220186400691806,1.7426294413378072,0.0006696886342722327
5.57,5.46,0.11,3.4,5.46,1278.5,1.01,1.52,155.9,-0.9219625190053732,0.4124137649851989,155.8959613586838,1.12215509256599,0.4123346698489162,0.0080767313841765,1.1221550814166565,0.00015818521540413046
5.53,5.43,0.11,3.38,5.43,1278.96,0.99,2.16,182.7,-0.9889009762123504,-0.0466353862025458,182.69993948062725,-0.1487070110718752,-0.0466352291290307,0.0001210386029358,-0.14870701107154338,-3.1414685374470137e-07
5.53,5.43,0.1,3.39,5.43,1279.04,1.09,1.88,162.6,-1.040121958082742,0.3259544635591348,162.59736877507424,0.9250229308042208,0.3259119842704027,0.0052622070514313,0.9250229269028871,8.495673195717633e-05
5.51,5.41,0.1,3.37,5.41,1279.4,1.86,2.6,172.2,-1.8427909832768847,0.2524309647278063,172.19832874608255,0.7586679484952156,0.2524088355899295,0.003342404755096,0.7586679472043097,4.4257629073221696e-05
5.5,5.4,0.1,3.36,5.4,1279.5,1.9,2.84,179.8,-1.899988424549801,0.0066322376889249,179.79999879542294,0.0208126382770201,0.0066322372513634,2.409154079484919e-06,0.020812638277020082,8.751229643097584e-10
5.56,5.48,0.08,3.42,5.48,1278.62,0.58,1.2,113.8,-0.2340562718843861,0.5306766073528983,113.7951188316691,1.054006682287748,0.5305868171062379,0.0097617162760395,1.054006666990248,0.00017957542812410508
5.7,5.62,0.08,3.5,5.62,1277.03,0.49,1.12,197.8,-0.4665434024436479,-0.1497906994319218,197.79932404081012,-0.5171160397610337,-0.1497845986899406,0.0013518992557829,-0.5171160396170871,-1.220140113604445e-05
5.88,5.81,0.08,3.62,5.81,1274.96,1.18,2.26,198.8,-1.1170461269365215,-0.3802735203720034,198.7956214360635,-1.3194308808482251,-0.3801726938188001,0.008756321754786,-1.3194308654399223,-0.00020164419402473512
5.87,5.76,0.11,3.59,5.76,1275.28,1.19,2.08,215.0,-0.9747909327039002,-0.6825559592577449,214.9847442139726,-2.5612019156594306,-0.6818741257829951,0.0305010508988886,-2.561201552750084,-0.0013634398024782403
5.79,5.68,0.12,3.54,5.68,1276.25,1.4,2.16,202.0,-1.2980573963935025,-0.5244492307822768,201.9915378643628,-1.8489540799340127,-0.5241761804219884,0.016921215864612,-1.8489539993007944,-0.0005460533205307178
5.87,5.77,0.1,3.59,5.77,1275.41,1.11,1.92,201.4,-1.0334719556074066,-0.405013230614758,201.3949682295709,-1.423647361580221,-0.4048882114880037,0.0100624634681952,-1.423647339625102,-0.00025002538783125693
5.92,5.82,0.1,3.63,5.82,1274.92,1.0,1.68,158.9,-0.9329535348254892,0.3599968081200511,158.89686350565916,0.9983827241714353,0.3599421560626624,0.0062726506029609,0.9983827181883665,0.00010930134885100715
5.91,5.8,0.11,3.61,5.8,1275.16,1.61,2.48,155.0,-1.4591555371290066,0.6804154014025262,154.98907051735966,1.8406575360212336,0.6800643202543452,0.0218549487017547,1.8406574021160742,0.0007021018894168346
5.82,5.69,0.13,3.54,5.69,1276.3,2.01,3.43,155.5,-1.829022154461852,0.8335334177390407,155.4835451659957,2.26211905384581,0.8328838532772103,0.0329005385644738,2.2621186808995986,0.0012989600928886545
5.77,5.65,0.12,3.52,5.65,1277.0,2.53,3.73,157.4,-2.3357218492958416,0.9722671663293032,157.3773384148159,2.670833852658529,0.9712110166757212,0.0453056708340687,2.670833017677286,0.00211191658093439
5.84,5.74,0.1,3.58,5.74,1276.07,2.13,3.2,168.3,-2.085744586624361,0.4319369391093712,168.29521758245045,1.2687548524687615,0.4318310423252078,0.0095640081292916,1.2687548347928292,0.0002117849127782238
5.76,5.64,0.12,3.51,5.64,1276.88,2.2,3.73,157.2,-2.028098933494701,0.852534290194627,157.18259824778426,2.3389758604239907,0.8518240131790427,0.0347931965936836,2.338975429164041,0.0014203566585457334
5.77,5.66,0.11,3.53,5.66,1276.54,1.73,2.88,152.6,-1.5359206162859742,0.7961456276760636,152.58526814912491,2.1203640865771822,0.7956005121303352,0.029456502943517,2.1203638063582058,0.0010901066140814727
5.87,5.77,0.11,3.59,5.76,1275.24,0.52,0.96,145.8,-0.4300818986227722,0.2922833564831079,145.79810290319045,0.7437673229562324,0.2922587303107511,0.0037940788314331,0.7437673213255307,4.925165304423939e-05
5.92,5.81,0.11,3.62,5.81,1274.49,0.59,1.16,173.2,-0.5858496497828568,0.0698583413008357,173.19987126130195,0.2111754446541382,0.0698578668083357,0.0002574767812214,0.21117544465200594,9.489839255952088e-07
5.87,5.74,0.14,3.58,5.74,1274.95,0.75,1.28,213.0,-0.629002925959068,-0.4084792762612703,212.99458694350912,-1.5185298034398858,-0.4083358211635288,0.0108247997504711,-1.5185297763387307,-0.0002868933991170777
5.97,5.85,0.11,3.65,5.85,1273.88,0.81,1.54,188.6,-0.8008926686480748,-0.1211236281894046,188.5995785713965,-0.3987012561076349,-0.121120695628326,0.0008428500907851,-0.3987012560644956,-5.865098489804199e-06
6.09,5.96,0.13,3.72,5.97,1272.45,0.96,1.92,164.0,-0.922811228100786,0.2646118615843192,163.99825101360224,0.7574064163363813,0.2645887416985973,0.0034978647017619,0.7574064149249501,4.623909805329423e-05
6.19,6.05,0.14,3.77,6.05,1271.38,0.78,1.48,180.4,-0.779980991950208,-0.0054453830324099,180.3999991852617,-0.0171451912499696,-0.0054453827886075,1.6294766022922158e-06,-0.017145191249969594,-4.876046407095603e-10
6.28,6.14,0.14,3.83,6.14,1270.32,0.72,1.38,160.1,-0.6770074514475015,0.2450732761533962,160.0985354394815,0.6847993378217128,0.2450557719565133,0.0029290468340602,0.6847993369268824,3.500797700259156e-05
6.47,6.29,0.18,3.92,6.29,1268.18,0.7,1.64,157.6,-0.6471822235286191,0.266749263445192,157.59829200487786,0.733728250270861,0.2667273912428553,0.0034158907086196,0.73372824896689,4.3743806831268244e-05
6.69,6.43,0.25,4.01,6.44,1265.93,0.95,2.12,159.8,-0.8915683716215781,0.3280332890486078,159.79738099597958,0.9148917016511622,0.3279914701291532,0.0052377711447001,0.9148916978283104,8.363606166952434e-05
6.72,6.43,0.29,4.01,6.43,1265.51,0.81,1.48,145.5,-0.6675422127838327,0.4587890519091146,145.49533543119142,1.1650612709610852,0.4586942056181187,0.0093284448879364,1.1650612555194957,0.00018968604496833396
6.82,6.52,0.3,4.07,6.53,1264.33,0.8,1.4,152.1,-0.7070125040709548,0.3743438514084587,152.096753661389,0.9937432599786896,0.3742875482252829,0.0064923286134319,0.9937432535989945,0.00011260354326596198
6.9,6.57,0.34,4.1,6.57,1263.43,0.98,1.84,132.2,-0.6582861775365303,0.7259885043610151,132.18938769136474,1.67504679996271,0.7256782788975953,0.0212213100577584,1.6750466850690509,0.0006204067209246537
6.85,6.56,0.29,4.09,6.56,1263.78,1.22,2.14,147.4,-1.02779192434872,0.6573003577083726,147.39030059268848,1.6909438775236711,0.6570141274959199,0.019395785994117,1.69094378063596,0.0005724188627649005
7.09,6.81,0.28,4.25,6.82,1261.32,0.79,1.36,186.9,-0.784278300124262,-0.0949081026793711,186.8997435867139,-0.3095920228264638,-0.0949067171794738,0.0005128239594746,-0.30959202281406295,-2.7709930524506974e-06
7.31,7.02,0.29,4.38,7.02,1259.21,0.71,1.68,188.7,-0.7018306596341652,-0.1073951823755254,188.69966851329693,-0.3536989848081463,-0.1073931360449809,0.0006629690012132,-0.3536989847844683,-4.092648091638331e-06
7.43,7.11,0.32,4.44,7.12,1258.02,0.74,1.46,144.7,-0.6039418166593183,0.4276146420437942,144.6959700803242,1.0799270873169522,0.4275386875770758,0.0080593247306324,1.0799270766333802,0.00015190443567322917
7.28,6.99,0.29,4.36,7.0,1259.37,0.88,1.74,161.4,-0.8340362008084355,0.2806841921823015,161.39806329573014,0.7906733759853436,0.2806574664242634,0.003873277855332,0.7906733741786722,5.345066777515061e-05
7.05,6.8,0.25,4.24,6.81,1261.61,1.14,2.32,148.0,-0.9667748296183256,0.6041079612258535,147.99177356728734,1.5604346858342135,0.603883932532887,0.0164506791675295,1.5604346215154041,0.0004480296846294941
7.18,6.98,0.21,4.36,6.98,1260.26,0.59,1.44,127.1,-0.3558927127697167,0.4705745180068847,127.0957132845032,1.0438700605713431,0.4704964210671905,0.0085729085132695,1.0438700488863744,0.00015618955831789503
7.12,6.82,0.3,4.26,6.82,1260.96,0.44,1.4,91.2,-0.009214664748677,0.439903500728932,91.19731198133144,0.7002052411254774,0.4398706513270174,0.0053758771112198,0.700205238043363,6.569798605393073e-05
7.13,6.84,0.29,4.27,6.85,1260.93,0.36,0.76,5.16,0.3585410745829966,0.0323774278915118,5.159999176129184,0.0029158782801872,0.0323774278495836,1.6477415879275672e-06,0.0029158782801871987,8.385633197471596e-11
7.32,6.99,0.33,4.36,7.0,1259.25,0.47,0.92,79.8,0.0832298279502041,0.4625719357455436,79.79739933847232,0.6442505850804566,0.4625426936098845,0.0052011852006834,0.6442505824259477,5.8483655035791825e-05
7.17,6.83,0.34,4.26,6.83,1260.63,0.67,1.32,191.4,-0.6567816869965537,-0.1324304180540144,191.39948873980697,-0.442391388373492,-0.1324264705401802,0.0010225097710013,-0.4423913883030444,-7.894988444854486e-06
7.12,6.78,0.34,4.23,6.79,1261.1,0.38,0.84,234.8,-0.2190442801445214,-0.3105150613673488,234.79655184238152,-1.2724947653505974,-0.3104384837997569,0.0068957314388266,-1.2724947561346196,-0.00015314883945305628
7.23,6.8,0.43,4.25,6.81,1260.09,0.19,0.56,255.9,-0.0462868522393442,-0.1842756829041018,255.8986764793866,-0.8230286132473255,-0.1842566714572731,0.0026469479140319,-0.8230286123690506,-3.802223983620364e-05
7.35,6.82,0.52,4.26,6.83,1258.99,0.23,0.58,260.1,-0.0395436930642642,-0.226575145015598,260.0979662898366,-1.0285581612335453,-0.2265386374350586,0.0040671965659791,-1.0285581586420889,-7.301320015744528e-05
7.34,6.67,0.68,4.16,6.67,1259.19,0.37,0.76,208.9,-0.3239218749900066,-0.1788144818043509,208.8989826551196,-0.6519552561757931,-0.1788029058095209,0.0020346442023418,-0.6519552557647196,-2.3151739851670325e-05
7.22,6.61,0.61,4.13,6.62,1260.39,0.43,0.84,185.9,-0.4277222113603849,-0.0442007908185161,185.8999446822908,-0.1434124165508059,-0.0442006523573259,0.0001106352973917,-0.14341241655053852,-2.769222356269387e-07
7.16,6.61,0.54,4.13,6.62,1260.87,0.62,1.32,176.2,-0.6186369103410709,0.0410898182480003,176.19995468947798,0.1263622803673376,0.0410897183185052,9.06209666526005e-05,0.12636228036717956,1.998589092010811e-07
7.08,6.52,0.57,4.07,6.52,1261.66,0.66,1.28,228.4,-0.4381913003504794,-0.4935467397290311,228.3915262679209,-1.9674168367667864,-0.4932557999389834,0.0169440291462673,-1.9674167507358797,-0.0005818223963864295
7.12,6.58,0.53,4.11,6.59,1261.28,0.64,1.04,198.9,-0.605494629649629,-0.2073071476468157,198.8986980700996,-0.7196568761411051,-0.2072907951427905,0.0026037884953093,-0.7196568753979805,-3.2704578067457967e-05
7.16,6.62,0.54,4.13,6.62,1260.94,0.9,1.88,202.5,-0.8314915792601582,-0.3444150891285807,202.49634141794925,-1.217256072211848,-0.3443373652483745,0.0073165916419941,-1.2172560622869895,-0.00015544191309715673
7.24,6.72,0.52,4.19,6.72,1260.17,0.6,1.06,226.8,-0.4107282635572131,-0.4373811764528469,226.79339175923772,-1.7313157831275332,-0.4371815103420072,0.0132144061674318,-1.7313157370810646,-0.00039930183259454774
7.21,6.59,0.62,4.11,6.6,1260.38,1.04,1.82,168.6,-1.0194820216065907,0.2055636339942914,168.59891488837246,0.6048954152081837,0.2055521781374481,0.0021701806122493,0.6048954147742766,2.2911500870839353e-05
6.98,6.48,0.5,4.04,6.49,1262.5,0.58,1.0,175.7,-0.5783673774445671,0.0434876615592702,175.69994939090273,0.1333567928959824,0.0434875437658901,0.0001012180982472,0.13335679289577432,2.3558665367643717e-07
7.05,6.65,0.4,4.15,6.66,1261.65,0.25,0.52,293.5,0.0996872672313115,-0.229265018596281,293.4976503246796,-1.1744164049016883,-0.2292168580341985,0.0046990153099494,-1.1744164009520204,-9.631775163198871e-05
7.04,6.57,0.46,4.1,6.58,1261.76,0.61,1.28,197.9,-0.5804725863664573,-0.1874875368578823,197.8989404658643,-0.6475820320971046,-0.1874755616764974,0.0021190212640673,-0.6475820316542205,-2.3950107801841282e-05
7.13,6.72,0.41,4.19,6.72,1260.9,0.39,0.74,193.1,-0.3798506272388302,-0.0883940099003734,193.099770198638,-0.2979080952523378,-0.0883928150563756,0.0004596005620934,-0.2979080952427533,-2.3896826117431154e-06
7.16,6.73,0.44,4.2,6.73,1260.54,0.68,1.04,230.6,-0.431616748977542,-0.5254588299781987,230.5903025312792,-2.1147998801614154,-0.5251009374084442,0.0193903980059909,-2.1147997590549137,-0.0007157038606520899
6.98,6.52,0.46,4.07,6.52,1262.36,1.08,1.94,136.5,-0.7834043206932707,0.7434229417492543,136.48850991566957,1.771062110759137,0.7430678065639748,0.0229761869621253,1.7710619683576783,0.000710213796435613
6.86,6.46,0.4,4.03,6.47,1263.56,0.68,1.64,167.4,-0.6636233981183483,0.1483374041496487,167.39943897618113,0.4333941160308828,0.1483331605015303,0.0011220363111131,0.4333941159477789,8.487255768416585e-06
6.91,6.53,0.38,4.08,6.54,1262.95,0.52,1.2,128.1,-0.3208586550731892,0.4092062114198954,128.09673294490892,0.9148818725310012,0.4091540453913859,0.0065338047482162,0.9148818665823012,0.00010432984000992998
6.86,6.44,0.43,4.02,6.44,1263.36,0.79,1.68,121.9,-0.4174662844306541,0.6706876332270219,121.89164850773824,1.426893151568335,0.6704796609250534,0.0167010673158782,1.4268930909499107,0.00041592310012996656
6.69,6.3,0.39,3.93,6.31,1265.11,1.02,2.08,142.9,-0.8135356074017333,0.6152721475001879,142.8917607571051,1.534505697038005,0.6150514979502881,0.0164763575646954,1.534505633590338,0.00044127271530052745
6.57,6.24,0.34,3.89,6.24,1266.18,1.19,2.66,166.6,-1.1576032950691817,0.2757800051580474,166.59807014602444,0.8018875359511725,0.275752996229736,0.0038595744967364,0.8018875341318191,5.401697484472879e-05
6.57,6.27,0.3,3.92,6.28,1266.04,1.21,2.06,153.3,-1.0809793798766834,0.5436759883252349,153.29309849287029,1.4546320686599867,0.5435007827667586,0.0138014279457438,1.4546320264586758,0.00035039229171232404
6.6,6.31,0.29,3.94,6.32,1265.68,0.86,1.84,154.6,-0.7768683518624386,0.3688842147267055,154.5967958497602,0.99534566235141,0.3688285536318009,0.0064079560244991,0.9953456561264336,0.00011131938991721005
6.57,6.27,0.3,3.92,6.28,1265.76,1.53,2.76,160.0,-1.4377297098024395,0.5232908192882734,159.99332689537204,1.461283323186268,0.523120637466004,0.0133446696682236,1.461283283551637,0.000340345191723041
6.59,6.32,0.27,3.95,6.33,1265.43,0.74,1.8,154.4,-0.6673560695397842,0.3197434541134668,154.39759577984898,0.861636467639457,0.3197072992804362,0.0048082465848019,0.8616364646054102,7.230830321558704e-05
6.63,6.37,0.27,3.98,6.38,1264.85,1.18,2.2,150.2,-1.0239632349753354,0.5864292740125154,150.1921327642512,1.5372884327733456,0.5862182047239906,0.0157324463777053,1.5372883748207868,0.00042211324703662017
6.66,6.39,0.27,3.99,6.4,1264.58,1.02,2.56,155.8,-0.9303625184957184,0.4181214945184042,155.79585146027028,1.136955482596928,0.4180391755530881,0.008296498128627,1.1369554706774334,0.00016463252757701797
6.66,6.38,0.28,3.99,6.39,1264.57,1.26,2.56,119.5,-0.6204536857303684,1.0966481768842735,119.47811159941404,2.287104859416542,1.0957745891137396,0.0437638402818596,2.2871041922386546,0.001746943368136928
6.63,6.36,0.27,3.97,6.37,1264.69,1.63,2.56,132.2,-1.0949045605964738,1.2075114919474026,132.1706422569337,2.7859155388575574,1.2060843527406535,0.0586901802621299,2.7859140772743856,0.0028537155435638673
